Date,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank
2022-11-15,060150,인선이엔티,KOSDAQ,우량기업부,9550,1,70,0.74,9470,9590,9450,131598,1253820210,444682494600,46563612,KSQ,454
2022-11-15,006730,서부T&D,KOSDAQ,중견기업부,7340,1,290,4.11,7150,7390,7120,185573,1348963600,443333834700,60399705,KSQ,455
2022-11-15,432320,KB스타리츠,KOSPI,,4365,2,-10,-0.23,4375,4385,4330,72234,314450805,442673354025,101414285,STK,456
2022-11-15,290670,대보마그네틱,KOSDAQ,벤처기업부,56400,2,-2100,-3.59,59100,59100,56200,123363,7039435500,441301800000,7824500,KSQ,457
2022-11-15,389260,대명에너지,KOSDAQ,중견기업부,25950,2,-700,-2.63,26350,26650,25350,431797,11201328800,441150000000,17000000,KSQ,458
2022-11-15,053690,한미글로벌,KOSPI,,40200,2,-3600,-8.22,44100,44150,39750,3591011,148156404950,440493510000,10957550,STK,459
2022-11-15,017810,풀무원,KOSPI,,11500,1,150,1.32,11350,11600,11300,32293,370134100,438386233000,38120542,STK,460
2022-11-15,001530,DI동일,KOSPI,,17100,2,-300,-1.72,17400,17550,16850,130704,2242062100,437217417000,25568270,STK,461
2022-11-15,206650,유바이오로직스,KOSDAQ,기술성장기업부,11900,1,750,6.73,11150,12000,11150,387358,4511976000,433693203300,36444807,KSQ,462
2022-11-15,357120,코람코에너지리츠,KOSPI,,4890,1,25,0.51,4900,4900,4820,58306,283305295,432933577860,88534474,STK,463
2022-11-15,306200,세아제강,KOSPI,,152500,1,500,0.33,154000,157000,151000,19197,2942306500,432535750000,2836300,STK,464
2022-11-15,217270,넵튠,KOSDAQ,중견기업부,13100,1,350,2.75,12750,13200,12500,75362,967609350,432407734400,33008224,KSQ,465
2022-11-15,064260,다날,KOSDAQ,우량기업부,6240,1,160,2.63,6110,6240,6050,684881,4221174340,430242009600,68949040,KSQ,466
2022-11-15,298540,더네이쳐홀딩스,KOSDAQ,우량기업부,29550,1,400,1.37,29700,30000,29000,55063,1633103200,429794584800,14544656,KSQ,467
2022-11-15,011930,신성이엔지,KOSPI,,2065,1,5,0.24,2055,2075,2040,943586,1942080720,425076431815,205848151,STK,468
2022-11-15,014620,성광벤드,KOSDAQ,중견기업부,14850,1,750,5.32,14200,15000,14000,766649,11282047450,424710000000,28600000,KSQ,469
2022-11-15,033270,유나이티드제약,KOSPI,,26100,1,500,1.95,26000,26650,25950,105660,2777764750,423989854200,16244822,STK,470
2022-11-15,018250,애경산업,KOSPI,,16050,2,-150,-0.93,16000,16400,15850,126437,2037511600,423879456750,26409935,STK,471
2022-11-15,038500,삼표시멘트,KOSDAQ,우량기업부,3915,1,130,3.43,3755,3915,3755,174411,674525410,422492337990,107916306,KSQ,472
2022-11-15,267980,매일유업,KOSDAQ,우량기업부,53700,1,1600,3.07,52200,54700,52100,16821,896123800,421203360600,7843638,KSQ,473
2022-11-15,092040,아미코젠,KOSDAQ,기술성장기업부,21300,1,1500,7.58,19700,21400,19700,175349,3625194050,420775280400,19754708,KSQ,474
2022-11-15,099430,바이오플러스,KOSDAQ,벤처기업부,28950,1,250,0.87,28900,29000,28550,170315,4890867400,419274628200,14482716,KSQ,475
2022-11-15,151860,KG ETS,KOSDAQ,우량기업부,11600,1,50,0.43,11350,11700,11350,510817,5892234400,417600000000,36000000,KSQ,476
2022-11-15,007690,국도화학,KOSPI,,46000,1,300,0.66,45550,46150,45500,18173,832354550,414488336000,9010616,STK,477
2022-11-15,004360,세방,KOSPI,,21450,1,850,4.13,20700,21550,20550,273782,5828046300,414171400500,19308690,STK,478
2022-11-15,008490,서흥,KOSPI,,35550,1,400,1.14,34800,35550,34700,18701,655444000,411281967150,11569113,STK,479
2022-11-15,058650,세아홀딩스,KOSPI,,102500,1,2000,1.99,101000,105000,101000,363,37873000,410000000000,4000000,STK,480
2022-11-15,041190,우리기술투자,KOSDAQ,우량기업부,4875,1,175,3.72,4695,4895,4675,836396,4026255710,409500000000,84000000,KSQ,481
2022-11-15,138490,코오롱플라스틱,KOSPI,,10750,1,50,0.47,10700,10850,10550,145887,1560801000,408500000000,38000000,STK,482
2022-11-15,005180,빙그레,KOSPI,,41450,1,1000,2.47,40900,41950,40900,11150,462203050,408333939450,9851241,STK,483
2022-11-15,118990,모트렉스,KOSDAQ,중견기업부,16650,2,-100,-0.6,16750,17000,16550,813840,13631156800,407850075000,24495500,KSQ,484
2022-11-15,278650,노터스,KOSDAQ,벤처기업부,5790,2,-90,-1.53,5810,5830,5630,2716565,15536218780,406778632830,70255377,KSQ,485
2022-11-15,037560,LG헬로비전,KOSPI,,5240,1,210,4.17,5090,5370,5070,1504640,7936889010,405821572600,77446865,STK,486
2022-11-15,003800,에이스침대,KOSDAQ,관리종목(소속부없음),36500,1,200,0.55,36300,36900,36250,480,17547700,404785000000,11090000,KSQ,487
2022-11-15,001725,신영증권우,KOSPI,,57200,2,-200,-0.35,57300,57300,56800,463,26309700,403475243600,7053763,STK,488
2022-11-15,145990,삼양사,KOSPI,,39100,1,200,0.51,38900,39700,38900,11646,458780750,403255855900,10313449,STK,489
2022-11-15,029960,코엔텍,KOSDAQ,우량기업부,8050,1,100,1.26,8000,8070,7960,141338,1133635700,402500000000,50000000,KSQ,490
2022-11-15,007660,이수페타시스,KOSPI,,6320,1,590,10.3,5790,6350,5770,4382809,27096438310,399717368080,63246419,STK,491
2022-11-15,001820,삼화콘덴서,KOSPI,,38400,1,3800,10.98,35400,39650,35050,293214,11136355150,399168000000,10395000,STK,492
2022-11-15,123890,한국자산신탁,KOSPI,,3215,1,95,3.04,3150,3250,3110,190005,605788825,398588472680,123977752,STK,493
2022-11-15,243070,휴온스,KOSDAQ,우량기업부,33350,1,1750,5.54,31400,33350,31400,33719,1102555050,398050559150,11935549,KSQ,494
2022-11-15,243840,신흥에스이씨,KOSDAQ,우량기업부,51200,2,-3800,-6.91,53700,53700,50600,237298,12190993300,397477324800,7763229,KSQ,495
2022-11-15,053210,스카이라이프,KOSPI,,8310,1,60,0.73,8290,8340,8230,45184,374354750,397400537460,47821966,STK,496
2022-11-15,319400,현대무벡스,KOSDAQ,우량기업부,3450,2,-50,-1.43,3500,3560,3420,2122326,7348095485,396684995100,114981158,KSQ,497
2022-11-15,009160,SIMPAC,KOSPI,,6060,1,70,1.17,5990,6060,5830,208892,1243784890,396502866960,65429516,STK,498
2022-11-15,102460,이연제약,KOSPI,,21950,1,1450,7.07,20650,22050,20600,309846,6696643000,395068765150,17998577,STK,499
2022-11-15,950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),3995,2,-80,-1.96,4070,4070,3895,1347963,5332469370,394815722675,98827465,KSQ,500
2022-11-15,104830,원익머트리얼즈,KOSDAQ,우량기업부,31300,1,1000,3.3,30200,31350,30200,71539,2219308150,394630400000,12608000,KSQ,501
2022-11-15,003220,대원제약,KOSPI,,18000,1,350,1.98,17700,18150,17700,206443,3705177350,393171048000,21842836,STK,502
2022-11-15,058610,에스피지,KOSDAQ,우량기업부,17700,1,900,5.36,16950,17850,16850,1007384,17641010600,392539272000,22177360,KSQ,503
2022-11-15,000230,일동홀딩스,KOSPI,,33950,4,7800,29.83,28300,33950,27850,2549807,79109339850,391796580000,11540400,STK,504
2022-11-15,307750,국전약품,KOSDAQ,우량기업부,7980,1,180,2.31,7800,8140,7770,1734426,13864418450,391572766620,49069269,KSQ,505
2022-11-15,226320,잇츠한불,KOSPI,,17850,1,1000,5.93,16900,18000,16700,280681,4937441700,391438272750,21929315,STK,506
2022-11-15,179290,엠아이텍,KOSDAQ,벤처기업부,12200,1,100,0.83,12150,12300,11850,328063,3959665400,391363897600,32079008,KSQ,507
2022-11-15,006390,한일현대시멘트,KOSPI,,20200,1,200,1.0,20000,20250,19850,17878,358241500,390418974400,19327672,STK,508
2022-11-15,007810,코리아써키트,KOSPI,,16450,1,1000,6.47,15650,16600,15600,407571,6583181600,388561353950,23620751,STK,509
2022-11-15,140410,메지온,KOSDAQ,중견기업부,14500,1,850,6.23,13600,14550,13600,164209,2313376000,387759261000,26742018,KSQ,510
2022-11-15,286940,롯데정보통신,KOSPI,,25150,2,-50,-0.2,25300,25350,24950,18613,467714800,387217724650,15396331,STK,511
2022-11-15,115450,HLB테라퓨틱스,KOSDAQ,중견기업부,12350,2,-450,-3.52,12350,12500,11950,435707,5322745650,386989855850,31335211,KSQ,512
2022-11-15,035600,KG이니시스,KOSDAQ,우량기업부,13850,1,250,1.84,13600,14050,13450,248493,3434710350,386476410900,27904434,KSQ,513
2022-11-15,053030,바이넥스,KOSDAQ,우량기업부,12150,1,650,5.65,11550,12200,11550,296927,3539732700,385896733200,31761048,KSQ,514
2022-11-15,061970,엘비세미콘,KOSDAQ,우량기업부,8720,1,400,4.81,8320,8740,8320,249123,2142416010,381801642240,43784592,KSQ,515
2022-11-15,102940,코오롱생명과학,KOSDAQ,관리종목(소속부없음),33400,2,-50,-0.15,33100,33550,33100,23611,785734500,381172690400,11412356,KSQ,516
2022-11-15,183190,아세아시멘트,KOSPI,,9760,1,40,0.41,9720,9910,9640,86268,842404720,380230958400,38958090,STK,517
2022-11-15,051500,CJ프레시웨이,KOSDAQ,중견기업부,31900,2,-350,-1.09,32100,32450,31400,104296,3311606300,378703593400,11871586,KSQ,518
2022-11-15,003280,흥아해운,KOSPI,,1575,1,15,0.96,1570,1585,1530,510409,796317830,378669215925,240424899,STK,519
2022-11-15,092220,KEC,KOSPI,,2585,1,15,0.58,2570,2590,2505,2071942,5303569635,374212719485,144763141,STK,520
2022-11-15,094800,맵스리얼티1,KOSPI,,4030,2,-20,-0.49,4040,4045,4025,11538,46502870,374122353930,92834331,STK,521
2022-11-15,074610,이엔플러스,KOSPI,,6390,1,390,6.5,6110,6890,5970,27157707,173920344830,372778580340,58337806,STK,522
2022-11-15,095610,테스,KOSDAQ,우량기업부,18850,1,500,2.72,18350,18900,18200,91272,1698094650,372631060100,19768226,KSQ,523
2022-11-15,038540,상상인,KOSDAQ,우량기업부,6720,1,120,1.82,6630,6820,6600,199428,1334513640,371806263360,55328313,KSQ,524
2022-11-15,030610,교보증권,KOSPI,,5750,1,80,1.41,5680,5760,5680,25938,148520200,371756452000,64653296,STK,525
2022-11-15,090710,휴림로봇,KOSDAQ,중견기업부,2265,1,20,0.89,2255,2270,2200,4279738,9550148590,370951955970,163775698,KSQ,526
2022-11-15,034830,한국토지신탁,KOSPI,,1465,1,15,1.03,1450,1465,1445,382075,556838340,369896721950,252489230,STK,527
2022-11-15,047920,HLB제약,KOSDAQ,기술성장기업부,13200,1,200,1.54,12850,13300,12650,202541,2617393100,367899180000,27871150,KSQ,528
2022-11-15,007570,일양약품,KOSPI,,19250,1,700,3.77,18700,19300,18600,71912,1370773800,367399032000,19085664,STK,529
2022-11-15,360070,탑머티리얼,KOSDAQ,벤처기업부,45750,1,300,0.66,48400,51000,45650,1156135,55907026200,365283692250,7984343,KSQ,530
2022-11-15,012630,HDC,KOSPI,,6080,1,90,1.5,5990,6090,5970,41516,250616280,363229663680,59741721,STK,531
2022-11-15,005500,삼진제약,KOSPI,,26100,1,300,1.16,25750,26450,25600,182963,4784646650,362790000000,13900000,STK,532
2022-11-15,002150,도화엔지니어링,KOSPI,,10700,2,-300,-2.73,11250,11450,10250,2005601,22047375900,360804000000,33720000,STK,533
2022-11-15,101160,월덱스,KOSDAQ,우량기업부,21850,1,1050,5.05,20650,21950,20500,217356,4655365700,360765197050,16510993,KSQ,534
2022-11-15,102710,이엔에프테크놀로지,KOSDAQ,우량기업부,25150,1,750,3.07,24550,25650,24400,171841,4309298100,359339075400,14287836,KSQ,535
2022-11-15,030520,한글과컴퓨터,KOSDAQ,우량기업부,14200,1,450,3.27,13800,14200,13750,111266,1554388100,357894386000,25203830,KSQ,536
2022-11-15,005390,신성통상,KOSPI,,2490,2,-120,-4.6,2680,2680,2435,1255180,3136895945,357833891100,143708390,STK,537
2022-11-15,006110,삼아알미늄,KOSPI,,32250,2,-750,-2.27,32750,32950,32000,142123,4601689900,354750000000,11000000,STK,538
2022-11-15,027410,BGF,KOSPI,,3700,1,150,4.23,3550,3760,3540,236100,868355220,354152126700,95716791,STK,539
2022-11-15,002900,TYM,KOSPI,,2320,1,10,0.43,2320,2350,2295,2261405,5255660090,353460693040,152353747,STK,540
2022-11-15,033500,동성화인텍,KOSDAQ,우량기업부,11800,1,750,6.79,11100,11950,11100,1192300,13934371600,351215813600,29764052,KSQ,541
2022-11-15,122900,아이마켓코리아,KOSPI,,10500,1,50,0.48,10450,10500,10400,21985,230009050,351002820000,33428840,STK,542
2022-11-15,001390,KG케미칼,KOSPI,,25300,3,0,0.0,25100,25700,24900,152569,3843219300,350812228800,13866096,STK,543
2022-11-15,003545,대신증권우,KOSPI,,13450,2,-100,-0.74,13550,13550,13450,33430,451321250,349700000000,26000000,STK,544
2022-11-15,281820,케이씨텍,KOSPI,,16750,1,900,5.68,16050,16800,15900,46537,767762250,349431063000,20861556,STK,545
2022-11-15,048530,인트론바이오,KOSDAQ,기술성장기업부,10200,1,650,6.81,9570,10250,9400,292329,2879615070,348337772400,34150762,KSQ,546
2022-11-15,119610,인터로조,KOSDAQ,우량기업부,26300,2,-50,-0.19,26750,26750,26050,40144,1055962200,347593371400,13216478,KSQ,547
2022-11-15,077970,STX엔진,KOSPI,,15100,1,1900,14.39,13200,15950,13200,1942859,29274843850,347434450400,23008904,STK,548
2022-11-15,039840,디오,KOSDAQ,우량기업부,21800,1,1100,5.31,20400,21850,19850,103402,2165196000,346222259000,15881755,KSQ,549
2022-11-15,293780,압타바이오,KOSDAQ,기술성장기업부,15300,1,1400,10.07,13800,15750,13800,1323572,19952022650,341172649800,22298866,KSQ,550
2022-11-15,068400,SK렌터카,KOSPI,,7200,1,260,3.75,7000,7250,6920,51267,365600540,340458048000,47285840,STK,551
2022-11-15,179900,유티아이,KOSDAQ,벤처기업부,20900,1,700,3.47,19850,21000,19850,38008,781337500,340396105500,16286895,KSQ,552
2022-11-15,060980,HL홀딩스,KOSPI,,32500,2,-700,-2.11,33100,33300,32400,29782,971374250,340342275000,10472070,STK,553
2022-11-15,088260,이리츠코크렙,KOSPI,,5360,1,70,1.32,5290,5370,5200,23699,126555700,339510922400,63341590,STK,554
2022-11-15,071840,롯데하이마트,KOSPI,,14300,1,50,0.35,14250,14400,14050,27018,384848300,337590281600,23607712,STK,555
2022-11-15,036810,에프에스티,KOSDAQ,우량기업부,15500,1,1100,7.64,14450,15500,14200,209413,3132936300,337230229500,21756789,KSQ,556
2022-11-15,075580,세진중공업,KOSPI,,5920,1,370,6.67,5640,5950,5570,703219,4082371900,336548779520,56849456,STK,557
2022-11-15,078130,국일제지,KOSDAQ,중견기업부,2635,1,70,2.73,2565,2790,2530,4591612,12230298960,336272041355,127617473,KSQ,558
2022-11-15,143240,사람인에이치알,KOSDAQ,우량기업부,28750,1,150,0.52,28300,28750,28300,10106,288842050,335635061250,11674263,KSQ,559
2022-11-15,115390,락앤락,KOSPI,,6680,2,-40,-0.6,6710,6720,6590,46106,307123150,335338965920,50200444,STK,560
2022-11-15,016590,신대양제지,KOSPI,,83100,1,100,0.12,83900,83900,82700,1985,165201600,334874884200,4029782,STK,562
2022-11-15,029530,신도리코,KOSPI,,33200,1,50,0.15,33150,33350,33150,9747,323980750,334656962800,10080029,STK,563
2022-11-15,001880,DL건설,KOSPI,,15150,1,100,0.66,15050,15400,14900,16280,247289650,334107252600,22053284,STK,564
2022-11-15,059090,미코,KOSDAQ,우량기업부,9990,2,-560,-5.31,10100,10300,9710,1422152,14158598570,333833612220,33416778,KSQ,565
2022-11-15,372170,윤성에프앤씨,KOSDAQ,기술성장기업부,41800,1,1350,3.34,40500,46500,39650,1580133,68002032300,333524206400,7979048,KSQ,566
2022-11-15,001510,SK증권,KOSPI,,705,1,6,0.86,702,705,695,655362,459769642,333176070555,472590171,STK,567
2022-11-15,060720,KH바텍,KOSDAQ,중견기업부,14050,1,450,3.31,13750,14250,13650,338217,4745212150,332668060100,23677442,KSQ,568
2022-11-15,217330,싸이토젠,KOSDAQ,기술성장기업부,18650,1,300,1.63,18350,18700,17900,134356,2427604550,332658949650,17836941,KSQ,569
2022-11-15,00088K,한화3우B,KOSPI,,14800,3,0,0.0,14800,14950,14750,17014,251610000,332585600000,22472000,STK,570
2022-11-15,013120,동원개발,KOSDAQ,우량기업부,3660,1,55,1.53,3595,3685,3565,100368,365259740,332357646000,90808100,KSQ,571
2022-11-15,003300,한일홀딩스,KOSPI,,10750,1,200,1.9,10550,10750,10450,3762,39899000,331453503000,30832884,STK,572
2022-11-15,108670,LX하우시스,KOSPI,,36900,1,900,2.5,36000,37100,35850,26098,959644600,330907023000,8967670,STK,573
2022-11-15,213500,한솔제지,KOSPI,,13900,1,300,2.21,13700,14000,13650,173883,2412015850,330828006400,23800576,STK,574
2022-11-15,050890,쏠리드,KOSDAQ,우량기업부,5390,1,310,6.1,5160,5670,5160,3041452,16593101430,329984639600,61221640,KSQ,575
2022-11-15,126720,수산인더스트리,KOSPI,,23050,2,-850,-3.56,24300,24400,23000,184747,4325052850,329292300000,14286000,STK,576
2022-11-15,281740,레이크머티리얼즈,KOSDAQ,우량기업부,5000,1,35,0.7,4965,5050,4870,1356365,6741113495,328652740000,65730548,KSQ,577
2022-11-15,027360,아주IB투자,KOSDAQ,벤처기업부,2720,1,55,2.06,2660,2720,2615,279013,749187850,328638440320,120822956,KSQ,578
2022-11-15,009290,광동제약,KOSPI,,6260,1,140,2.29,6150,6300,6150,125083,778749350,328154527260,52420851,STK,579
2022-11-15,016580,환인제약,KOSPI,,17600,3,0,0.0,17550,17600,17400,10797,189056700,327361232000,18600070,STK,580
2022-11-15,004700,조광피혁,KOSPI,,49200,2,-50,-0.1,49750,49800,48800,460,22701050,327137589600,6649138,STK,581
2022-11-15,067000,조이시티,KOSDAQ,우량기업부,4765,1,55,1.17,4660,4825,4660,322299,1528294905,326467966335,68513739,KSQ,582
2022-11-15,002310,아세아제지,KOSPI,,36450,2,-550,-1.49,36600,36750,35950,44072,1598706050,326464497900,8956502,STK,583
2022-11-15,317330,덕산테코피아,KOSDAQ,우량기업부,17750,1,600,3.5,17350,17950,17200,124940,2200013400,326199347000,18377428,KSQ,584
2022-11-15,089970,에이피티씨,KOSDAQ,우량기업부,13600,2,-750,-5.23,14000,14150,13200,286197,3870507450,326136092000,23980595,KSQ,585
2022-11-15,016800,퍼시스,KOSPI,,28300,3,0,0.0,28300,28600,28200,3719,105542250,325450000000,11500000,STK,586
2022-11-15,084010,대한제강,KOSPI,,13200,1,250,1.93,12950,13200,12850,61381,800585300,325336888800,24646734,STK,587
2022-11-15,097230,HJ중공업,KOSPI,,3900,2,-45,-1.14,4165,4165,3875,67474,264395050,324769695900,83274281,STK,588
2022-11-15,130660,한전산업,KOSPI,,9940,1,30,0.3,10000,10100,9840,295566,2935888990,324044000000,32600000,STK,589
2022-11-15,328130,루닛,KOSDAQ,기술성장기업부,26500,3,0,0.0,26550,27100,25900,134941,3574165450,324032142000,12227628,KSQ,590
2022-11-15,002960,한국쉘석유,KOSPI,,249000,2,-500,-0.2,250000,250000,248500,1416,352273000,323700000000,1300000,STK,591
2022-11-15,054210,이랜텍,KOSDAQ,우량기업부,12750,1,250,2.0,12600,12950,12500,566864,7250511900,322462927500,25291210,KSQ,592
2022-11-15,002320,한진,KOSPI,,21550,3,0,0.0,21550,21700,21350,22065,474199500,322121383400,14947628,STK,593
2022-11-15,003580,HLB글로벌,KOSPI,,7600,2,-100,-1.3,7610,7650,7410,347119,2607454460,321989519200,42367042,STK,594
2022-11-15,010690,화신,KOSPI,,9210,2,-360,-3.76,9580,9610,9040,1055765,9721112370,321616976100,34920410,STK,595
2022-11-15,034950,한국기업평가,KOSDAQ,우량기업부,70800,1,800,1.14,69300,70900,69300,1551,109106000,321468391200,4540514,KSQ,596
2022-11-15,310210,보로노이,KOSDAQ,기술성장기업부,25400,1,1050,4.31,24000,25450,23800,123523,3047986200,321255872600,12647869,KSQ,597
2022-11-15,100130,동국S&C,KOSDAQ,우량기업부,5620,1,120,2.18,5490,5640,5460,498048,2774264420,321143660000,57143000,KSQ,598
2022-11-15,048550,SM C&C,KOSDAQ,중견기업부,3355,1,15,0.45,3375,3380,3340,461249,1546727760,320822277600,95625120,KSQ,599
2022-11-15,058820,CMG제약,KOSDAQ,중견기업부,2295,1,65,2.91,2255,2305,2235,690664,1576287460,318757699980,138892244,KSQ,600
2022-11-15,071320,지역난방공사,KOSPI,,27450,1,150,0.55,27350,27550,27150,3599,98578950,317836522800,11578744,STK,601
2022-11-15,003610,방림,KOSPI,,7510,2,-370,-4.7,7990,8000,7440,925793,7037706900,317778815900,42314090,STK,602
2022-11-15,063170,서울옥션,KOSDAQ,중견기업부,17850,1,850,5.0,17000,18250,16700,372165,6605653250,317270665950,17774267,KSQ,603
2022-11-15,100120,뷰웍스,KOSDAQ,우량기업부,31600,1,100,0.32,31500,31700,31200,27540,868271100,316058934000,10001865,KSQ,605
2022-11-15,382840,원준,KOSDAQ,벤처기업부,20900,2,-350,-1.65,21250,21450,20550,286664,5986880200,314765975700,15060573,KSQ,606
2022-11-15,263050,유틸렉스,KOSDAQ,기술성장기업부,8550,1,130,1.54,8320,8550,8270,1365302,11513645890,314322410250,36762855,KSQ,607
2022-11-15,001500,현대차증권,KOSPI,,9900,1,40,0.41,9870,9960,9820,28582,283018890,313954363800,31712562,STK,608
2022-11-15,080580,오킨스전자,KOSDAQ,벤처기업부,17700,1,850,5.04,16950,17800,16550,77992,1345381700,312923574600,17679298,KSQ,609
2022-11-15,080160,모두투어,KOSDAQ,중견기업부,16550,1,400,2.48,16150,16650,16000,65371,1069491650,312795000000,18900000,KSQ,610
2022-11-15,330860,네패스아크,KOSDAQ,벤처기업부,25450,1,1250,5.17,24500,25700,24200,54311,1365075050,310083945250,12184045,KSQ,611
2022-11-15,079370,제우스,KOSDAQ,우량기업부,29850,1,600,2.05,29700,29900,28300,196202,5741883550,309962400000,10384000,KSQ,612
2022-11-15,000480,조선내화,KOSPI,,77400,1,400,0.52,77000,77800,77000,615,47617700,309600000000,4000000,STK,613
2022-11-15,214870,뉴지랩파마,KOSDAQ,중견기업부,9610,1,350,3.78,9730,10300,9260,431830,4241844910,309537744430,32209963,KSQ,614
2022-11-15,002020,코오롱,KOSPI,,24450,1,300,1.24,24200,24700,24050,47618,1160259400,308716115700,12626426,STK,615
2022-11-15,009520,포스코엠텍,KOSDAQ,우량기업부,7410,2,-230,-3.01,7640,7650,7330,1263785,9406740450,308572429230,41642703,KSQ,616
2022-11-15,040300,YTN,KOSDAQ,우량기업부,7310,1,10,0.14,7280,7360,7170,1185629,8607421020,307020000000,42000000,KSQ,618
2022-11-15,117580,대성에너지,KOSPI,,11150,2,-300,-2.62,11400,11450,11100,307824,3445529000,306625000000,27500000,STK,619
2022-11-15,001470,삼부토건,KOSPI,,1545,1,15,0.98,1510,1560,1510,2865197,4413380900,305405364375,197673375,STK,620
2022-11-15,086390,유니테스트,KOSDAQ,우량기업부,14450,1,600,4.33,13650,14450,13650,124581,1764475800,305388120700,21134126,KSQ,621
2022-11-15,294570,쿠콘,KOSDAQ,벤처기업부,29750,1,750,2.59,29200,29950,28750,40699,1197848200,305076878750,10254685,KSQ,622
2022-11-15,339770,교촌에프앤비,KOSPI,,12150,1,400,3.4,11900,12200,11700,123744,1485825250,303537861000,24982540,STK,623
2022-11-15,00104K,CJ4우(전환),KOSPI,,71800,1,1300,1.84,70000,72100,70000,8428,600913800,303463561600,4226512,STK,624
2022-11-15,095720,웅진씽크빅,KOSPI,,2625,1,30,1.16,2570,2630,2570,131733,344666055,303203210625,115505985,STK,625
2022-11-15,078020,이베스트투자증권,KOSDAQ,우량기업부,5460,1,150,2.82,5340,5490,5310,63671,344529780,302927297400,55481190,KSQ,626
2022-11-15,104480,티케이케미칼,KOSDAQ,우량기업부,3330,2,-20,-0.6,3345,3355,3280,365180,1211563180,302681795220,90895434,KSQ,627
2022-11-15,017940,E1,KOSPI,,44050,1,250,0.57,44300,44350,43950,10398,459150800,302183000000,6860000,STK,628
2022-11-15,136480,하림,KOSDAQ,중견기업부,2840,2,-5,-0.18,2870,2870,2815,412059,1167824650,301635553680,106209702,KSQ,629
2022-11-15,900140,엘브이엠씨홀딩스,KOSPI,,3030,1,55,1.85,2975,3040,2960,250805,755442870,301349549910,99455297,STK,630
2022-11-15,000050,경방,KOSPI,,10950,2,-100,-0.9,11050,11300,10850,7280,79549850,300197206500,27415270,STK,631
2022-11-15,108490,로보티즈,KOSDAQ,기술성장기업부,25100,1,900,3.72,24450,25350,24200,422736,10535964100,299503817300,11932423,KSQ,632
2022-11-15,149950,아바텍,KOSDAQ,우량기업부,19150,3,0,0.0,19150,19400,18850,15626,299091750,298883625000,15607500,KSQ,633
2022-11-15,063080,컴투스홀딩스,KOSDAQ,우량기업부,45300,1,3050,7.22,42800,45900,42150,211037,9354126550,298762197600,6595192,KSQ,634
2022-11-15,072710,농심홀딩스,KOSPI,,64400,2,-500,-0.77,64800,65000,64100,1651,106633400,298673676000,4637790,STK,635
2022-11-15,101360,이엔드디,KOSDAQ,우량기업부,28150,2,-850,-2.93,28500,28850,27850,139758,3940348450,298633103400,10608636,KSQ,636
2022-11-15,055490,테이팩스,KOSPI,,63100,2,-100,-0.16,64000,64600,62500,44310,2803871100,297683715000,4717650,STK,637
2022-11-15,089600,나스미디어,KOSDAQ,우량기업부,28200,1,350,1.26,27950,28350,27650,91769,2578367400,297226928400,10539962,KSQ,638
2022-11-15,126560,현대퓨처넷,KOSPI,,2695,1,10,0.37,2680,2715,2680,86155,232520080,296996936775,110202945,STK,639
2022-11-15,013030,하이록코리아,KOSDAQ,우량기업부,21700,1,450,2.12,21450,21750,20950,136424,2926525700,295407134400,13613232,KSQ,640
2022-11-15,246710,티앤알바이오팹,KOSDAQ,기술성장기업부,14200,1,700,5.19,13300,14250,13200,60918,843027500,295302688800,20795964,KSQ,641
2022-11-15,122450,KX,KOSDAQ,중견기업부,6500,3,0,0.0,6500,6580,6210,36570,234819120,294683766000,45335964,KSQ,642
2022-11-15,204270,제이앤티씨,KOSDAQ,우량기업부,5060,2,-60,-1.17,5150,5150,4985,25539,128386900,292713237960,57848466,KSQ,643
2022-11-15,003920,남양유업,KOSPI,,406500,1,15000,3.83,391500,410000,391500,1661,669292500,292680000000,720000,STK,644
2022-11-15,003570,SNT중공업,KOSPI,,8760,1,100,1.15,8670,8830,8660,60169,526261780,291293625720,33252697,STK,645
2022-11-15,035890,서희건설,KOSDAQ,우량기업부,1265,1,10,0.8,1255,1270,1245,367759,462638175,290707698105,229808457,KSQ,646
2022-11-15,271980,제일약품,KOSPI,,19700,1,550,2.87,19150,19900,19100,54011,1057985100,289685978400,14704872,STK,647
2022-11-15,265520,AP시스템,KOSDAQ,우량기업부,18950,1,500,2.71,18650,18950,18500,75120,1414074250,289582927950,15281421,KSQ,648
2022-11-15,009580,무림P&P,KOSPI,,4635,1,110,2.43,4540,4655,4540,259101,1194232955,289077181740,62368324,STK,649
2022-11-15,108230,톱텍,KOSDAQ,중견기업부,7570,1,130,1.75,7400,7570,7330,198837,1484486320,287835964650,38023245,KSQ,650
2022-11-15,060280,큐렉소,KOSDAQ,중견기업부,7390,1,30,0.41,7290,7430,7290,26173,193581120,287523395100,38907090,KSQ,651
2022-11-15,091810,티웨이항공,KOSPI,,1790,2,-25,-1.38,1785,1800,1715,538598,944626570,286991199410,160330279,STK,652
2022-11-15,226950,올릭스,KOSDAQ,기술성장기업부,20900,1,700,3.47,20250,21250,19600,126467,2550440250,286396044000,13703160,KSQ,653
